2025-12-02 20:44:53 | [32mINFO[0m | AppleTrader | [CONNECTION] ✓ Connected to MT5 - Account: 68263159
2025-12-02 21:00:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:00:02
2025-12-02 21:00:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:00:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:00:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:00:12
2025-12-02 21:00:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:00:24 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:00:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:00:19
2025-12-02 21:00:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:00:34 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:00:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:00:33
2025-12-02 21:00:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:00:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:00:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:00:39
2025-12-02 21:00:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:00:54 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:00:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:00:49
2025-12-02 21:00:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:01:04 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:01:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:00:59
2025-12-02 21:01:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:01:14 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:01:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:01:09
2025-12-02 21:01:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:01:24 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:01:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:01:19
2025-12-02 21:01:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:01:34 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:01:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:01:29
2025-12-02 21:01:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:01:44 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:01:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:01:39
2025-12-02 21:01:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:01:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:01:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:01:49
2025-12-02 21:01:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:02:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:02:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:01:59
2025-12-02 21:02:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:02:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:02:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:02:09
2025-12-02 21:02:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:02:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:02:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:02:19
2025-12-02 21:02:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:02:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:02:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:02:29
2025-12-02 21:02:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:02:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:02:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:02:39
2025-12-02 21:02:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:02:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:02:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:02:49
2025-12-02 21:02:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:03:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:03:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:02:59
2025-12-02 21:03:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:03:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:03:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:03:09
2025-12-02 21:03:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:03:24 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:03:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:03:19
2025-12-02 21:03:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:03:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:03:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:03:29
2025-12-02 21:03:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:03:44 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:03:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:03:39
2025-12-02 21:03:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:03:54 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:03:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:03:49
2025-12-02 21:03:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:04:04 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:04:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:03:59
2025-12-02 21:04:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:04:14 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:04:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:04:09
2025-12-02 21:04:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:04:24 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:04:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:04:19
2025-12-02 21:04:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:04:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:04:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:04:29
2025-12-02 21:04:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:04:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:04:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:04:39
2025-12-02 21:04:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:04:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:04:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:04:49
2025-12-02 21:04:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:05:04 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:05:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:05:02
2025-12-02 21:05:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:05:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:05:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:05:09
2025-12-02 21:05:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:05:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:05:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:05:18
2025-12-02 21:05:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:05:34 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:05:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:05:29
2025-12-02 21:05:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:05:44 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:05:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:05:39
2025-12-02 21:05:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:05:54 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:05:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:05:49
2025-12-02 21:05:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:06:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:06:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:05:59
2025-12-02 21:06:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:06:14 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:06:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:06:09
2025-12-02 21:06:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:06:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:06:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:06:19
2025-12-02 21:06:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:06:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:06:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:06:32
2025-12-02 21:06:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:06:44 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:06:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:06:43
2025-12-02 21:06:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:06:54 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:06:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:06:49
2025-12-02 21:06:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:07:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:07:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:06:59
2025-12-02 21:07:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:07:14 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:07:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:07:09
2025-12-02 21:07:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:07:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:07:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:07:20
2025-12-02 21:07:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:07:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:07:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:07:29
2025-12-02 21:07:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:07:44 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:07:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:07:39
2025-12-02 21:07:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:07:54 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:07:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:07:49
2025-12-02 21:07:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:08:04 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:08:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:08:00
2025-12-02 21:08:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:08:14 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:08:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:08:12
2025-12-02 21:08:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:08:24 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:08:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:08:18
2025-12-02 21:08:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:08:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:08:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:08:29
2025-12-02 21:08:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:08:44 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:08:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:08:39
2025-12-02 21:08:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:08:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:08:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:08:48
2025-12-02 21:08:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:09:04 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:09:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:09:02
2025-12-02 21:09:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:09:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:09:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:09:08
2025-12-02 21:09:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:09:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:09:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:09:19
2025-12-02 21:09:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:09:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:09:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:09:29
2025-12-02 21:09:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:09:44 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:09:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:09:40
2025-12-02 21:09:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:09:54 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:09:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:09:53
2025-12-02 21:09:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:10:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:10:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:09:59
2025-12-02 21:10:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:10:14 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:10:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:10:09
2025-12-02 21:10:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:10:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:10:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:10:19
2025-12-02 21:10:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:10:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:10:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:10:29
2025-12-02 21:10:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:10:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:10:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:10:39
2025-12-02 21:10:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:10:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:10:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:10:49
2025-12-02 21:10:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:11:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:11:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:11:00
2025-12-02 21:11:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:11:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:11:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:11:09
2025-12-02 21:11:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:11:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:11:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:11:19
2025-12-02 21:11:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:11:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:11:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:11:34
2025-12-02 21:11:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:11:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:11:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:11:39
2025-12-02 21:11:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:11:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:11:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:11:49
2025-12-02 21:11:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:12:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:12:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:11:59
2025-12-02 21:12:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:12:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:12:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:12:14
2025-12-02 21:12:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:12:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:12:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:12:19
2025-12-02 21:12:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:12:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:12:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:12:32
2025-12-02 21:12:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:12:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:12:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:12:42
2025-12-02 21:12:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:12:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:12:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:12:53
2025-12-02 21:12:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:13:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:13:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:13:03
2025-12-02 21:13:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:13:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:13:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:13:09
2025-12-02 21:13:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:13:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:13:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:13:21
2025-12-02 21:13:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:13:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:13:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:13:29
2025-12-02 21:13:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:13:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:13:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:13:43
2025-12-02 21:13:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:13:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:13:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:13:49
2025-12-02 21:13:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:14:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:14:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:13:59
2025-12-02 21:14:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:14:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:14:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:14:07
2025-12-02 21:14:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:14:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:14:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:14:19
2025-12-02 21:14:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:14:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:14:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:14:29
2025-12-02 21:14:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:14:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:14:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:14:38
2025-12-02 21:14:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:14:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:14:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:14:49
2025-12-02 21:14:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:15:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:15:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:14:59
2025-12-02 21:15:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:15:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:15:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:15:09
2025-12-02 21:15:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:15:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:15:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:15:22
2025-12-02 21:15:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:15:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:15:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:15:28
2025-12-02 21:15:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:15:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:15:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:15:39
2025-12-02 21:15:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:15:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:15:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:15:49
2025-12-02 21:15:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:16:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:16:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:15:58
2025-12-02 21:16:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:16:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:16:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:16:12
2025-12-02 21:16:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:16:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:16:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:16:19
2025-12-02 21:16:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:16:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:16:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:16:29
2025-12-02 21:16:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:16:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:16:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:16:38
2025-12-02 21:16:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:16:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:16:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:16:54
2025-12-02 21:16:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:17:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:17:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:17:04
2025-12-02 21:17:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:17:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:17:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:17:08
2025-12-02 21:17:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:17:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:17:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:17:18
2025-12-02 21:17:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:17:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:17:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:17:27
2025-12-02 21:17:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:17:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:17:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:17:41
2025-12-02 21:17:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:17:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:17:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:17:49
2025-12-02 21:17:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:18:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:18:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:18:01
2025-12-02 21:18:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:18:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:18:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:18:09
2025-12-02 21:18:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:18:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:18:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:18:19
2025-12-02 21:18:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:18:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:18:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:18:27
2025-12-02 21:18:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:18:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:18:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:18:39
